行业,头腰尾,公司名称,公司主名,规模,员工人数,岗位,在职人数,平均在职天数,平均年收入,平均工作数,城市,企业工商类型,企业性质：国企，央企，外企,成立日期
智能硬件,尾部,深圳引望智能技术有限公司,深圳引望智能技术有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
智能硬件,尾部,库卡机器人(上海)有限公司,KUKA,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,华睿泰科技（北京）有限公司,华睿泰,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,尾部,浙江金立源药业有限公司,浙江金立源药业有限公司,100~500人,0,,0,0.0,0.0,0.0,绍兴市,,,1970-01-01
电子商务&新零售,尾部,黛普蜗蜗（上海） 贸易有限公司,黛普蜗蜗（上海） 贸易有限公司,,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
企业数字化服务,尾部,美餐巧达科技有限公司,美餐巧达科技有限公司,,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,华云科技,华云科技,500~1000人,0,,0,0.0,0.0,0.0,东莞市,,,1970-01-01
新生物医药,尾部,天津科伦药物研究有限公司,天津科伦药物研究有限公司,100~500人,0,,0,0.0,0.0,0.0,天津市,,,1970-01-01
新生物医药,腰部,成都华西海圻医药科技有限公司,成都华西海圻医药科技有限公司,500~1000人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
电子商务&新零售,尾部,上海商帆信息科技有限公司,上海商帆信息科技有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
企业数字化服务,尾部,上海迈志信息科技有限公司,迈志科技,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
电子商务&新零售,尾部,北京兴华晨辉数码科技有限公司,小小包麻麻,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
电子商务&新零售,尾部,上海奥深电子商务有限公司,上海奥深电子商务有限公司,100~500人,0,数据分析,5,2234.6,266721.0,1.0,上海市,,,1970-01-01
电子商务&新零售,尾部,丰速易通（苏州）科技有限公司,丰速科技,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
纯互联网,尾部,啊喔哦科技成都有限公司,啊喔哦科技,,0,数据分析,4,1437.7142857142858,245266.0,1.0,成都市,,,1970-01-01
人工智能,尾部,丰疆智能科技股份有限公司,丰疆智能,1000~10000人,1000,,0,0.0,0.0,0.0,广东·深圳,股份有限公司(台港澳与境内合资、未上市),,2017-12-12
企业数字化服务,尾部,深圳领星科技有限公司,深圳领星科技有限公司,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
企业数字化服务,尾部,博彦科技（武汉）有限公司,博彦科技（武汉）有限公司,100~500人,0,数据分析,1,,202993.0,1.0,武汉市,,,1970-01-01
企业数字化服务,尾部,慧策（浙江）网络科技有限公司,慧策（浙江）网络科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
企业数字化服务,尾部,陕西德容信息技术有限公司,陕西德容信息技术有限公司,50~100人,0,,0,0.0,0.0,0.0,西安市,,,1970-01-01
新能源汽车,尾部,泛亚汽车技术中心有限公司工会,泛亚汽车技术中心有限公司工会,,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新生物医药,尾部,上海长森药业有限公司,上海长森药业有限公司,50人以内,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,腰部,北京流体网络科技有限公司,流体网络,100~500人,0,数据分析,1,3098.0,187110.0,1.0,北京市,限责任公司(自然人投资或控股),,2017-02-16
游戏,尾部,霍尔果斯天游网络科技有限公司,霍尔果斯天游网络科技有限公司,,0,,0,0.0,0.0,0.0,,,,1970-01-01
新生物医药,尾部,北京岐黄药品临床研究中心,北京岐黄药品临床研究中心,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
智能硬件,腰部,青岛罗博数码科技有限公司,青岛罗博数码科技有限公司,50人以内,0,,0,0.0,0.0,0.0,青岛市,,,1970-01-01
企业数字化服务,尾部,圆通全球集运有限公司,圆通全球集运有限公司,50~100人,0,,0,0.0,0.0,0.0,金华市,,,1970-01-01
新生物医药,尾部,常州必达科生物科技有限公司,常州必达科生物科技有限公司,50~100人,0,,0,0.0,0.0,0.0,常州市,,,1970-01-01
纯互联网,尾部,武汉金山云信息技术有限公司,武汉金山云信息技术有限公司,100~500人,0,数据分析,1,5504.0,560000.0,4.0,武汉市,,,1970-01-01
智能硬件,尾部,南昌黑鲨科技有限公司上海分公司,南昌黑鲨科技有限公司上海分公司,,0,数据分析,0,1213.0,140000.0,1.0,上海市,,,1970-01-01
新金融科技,尾部,东川区自由职业服装店,东川区自由职业服装店,,0,数据分析,0,2874.625,168462.77777777778,1.3,昆明市,,,1970-01-01
新生物医药,尾部,再鼎医药（上海）有限公司,再鼎医药,100~500人,0,数据分析,1,2187.0,268884.0,1.0,上海市,,,1970-01-01
电子商务&新零售,尾部,积惠多（北京）科技有限公司,积惠多（北京）科技有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
人工智能,尾部,成都海康威视数字技术有限公司,成都海康威视,50~100人,3744,数据分析,3,1882.0,362765.6666666667,1.3333333333333333,成都市,,,1970-01-01
纯互联网,尾部,早安科技（广州）有限公司,早安科技（广州）有限公司,50人以内,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
新生物医药,尾部,上海凌仕医疗科技有限公司,上海凌仕医疗科技有限公司,,0,,0,0.0,0.0,0.0,上海市,有限责任公司(自然人投资或控股),,2017-05-31
纯互联网,尾部,福建植护网络科技有限公司,福建植护网络科技有限公司,100~500人,0,数据分析,1,2917.0,210000.0,2.0,福州市,,,1970-01-01
新生物医药,尾部,昆山新蕴达生物科技有限公司,昆山新蕴达生物科技有限公司,50人以内,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
企业数字化服务,尾部,成都信必优信息技术有限公司,成都信必优信息技术有限公司,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
新生物医药,尾部,上海我武干细胞科技有限公司,上海我武干细胞科技有限公司,50人以内,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新能源汽车,腰部,浙江电咖汽车科技有限公司,浙江电咖汽车科技有限公司,100~500人,0,数据分析,1,,,1.0,绍兴市,,,1970-01-01
电子商务&新零售,尾部,深圳市公狼网络科技有限公司,深圳市公狼网络科技有限公司,1000~10000人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
新生物医药,尾部,丽珠集团丽珠制药厂,丽珠集团丽珠制药厂,500~1000人,0,,0,0.0,0.0,0.0,珠海市,,,1970-01-01
新金融科技,尾部,北京口袋财富信息科技有限公司,北京口袋财富信息科技有限公司,100~500人,0,数据分析,1,2125.0,196000.0,1.0,北京市,,,1970-01-01
企业数字化服务,尾部,北京甲子光年科技服务有限公司,甲子光年,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
电子商务&新零售,尾部,易佰得（丹阳）光学有限公司上海分公司,Eyebuydirect,100~500人,0,数据分析,0,2429.0,770000.0,1.0,上海市,,,1970-01-01
纯互联网,尾部,江苏博得网络科技有限公司,江苏博得,100~500人,0,,0,0.0,0.0,0.0,无锡市,,,1970-01-01
纯互联网,尾部,深圳市润迅电话商务有限公司广州分公司,润迅通信,1000~10000人,0,数据分析,0,1060.0,,1.0,广州市,有限责任公司(外商投资企业与内资合资),,2005-07-27
纯互联网,尾部,天津易遨在线科技有限公司,易遨中国,100~500人,0,数据分析,1,726.0,,1.0,天津市,有限责任公司(法人独资),,2014-06-12
新金融科技,腰部,联动优势科技有限公司,联动优势,500~1000人,0,数据分析,5,2727.8,310818.6666666667,1.1666666666666667,北京市,有限责任公司(法人独资),,2003-08-15
纯互联网,尾部,网娱智信科技咨询（北京）有限公司,网娱智信,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
游戏,腰部,上海维塔士电脑软件有限公司,维塔士,500~1000人,100,数据分析,1,,82250.0,1.0,四川·成都,有限责任公司(外国法人独资),,2005-02-06
新金融科技,尾部,北京锐融天下科技股份有限公司,锐融天下,50~100人,0,,0,0.0,0.0,0.0,北京市,股份有限公司(非上市、自然人投资或控股),,2011-09-15
纯互联网,尾部,济南理想年代服饰有限公司,理想年代,50人以内,0,,0,0.0,0.0,0.0,济南市,,,1970-01-01
企业数字化服务,尾部,上海九慧信息科技有限公司,上海九慧,50人以内,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,漯河移动,漯河移动,,0,,0,0.0,0.0,0.0,,,,1970-01-01
电子商务&新零售,尾部,北京联拓天际电子商务有限公司,联拓天际,100~500人,0,,0,0.0,0.0,0.0,北京市,其他有限责任公司,,2007-06-04
新金融科技,尾部,北京恒昌惠诚信息咨询有限公司,北京恒昌惠诚信息咨询有限公司,1万人以上,0,,0,0.0,0.0,0.0,北京市,有限责任公司(自然人投资或控股),,2012-01-29
人工智能,腰部,北京讯众通信技术股份有限公司,讯众股份,50~100人,0,,0,0.0,0.0,0.0,北京市,股份有限公司(非上市、自然人投资或控股),,2008-11-20
游戏,腰部,广州卓动信息科技有限公司,广州卓动信息科技有限公司,100~500人,0,数据分析,1,1821.0,435456.0,2.0,广州市,其他有限责任公司,,2013-09-16
企业数字化服务,腰部,云帐房网络科技有限公司,云帐房,500~1000人,0,,0,0.0,0.0,0.0,南京市,有限责任公司,,2015-03-10
电子商务&新零售,尾部,厦门华博基尼内衣有限公司,厦门华博基尼向大大有限公司,50人以内,0,,0,0.0,0.0,0.0,厦门市,有限责任公司(自然人独资),,2015-01-27
新生物医药,尾部,浙江英诺珐医药有限公司,浙江英诺珐医药,1000~10000人,0,,0,0.0,0.0,0.0,金华市,一人有限责任公司(私营法人独资),,2003-04-28
智能硬件,腰部,安徽天康（集团）股份有限公司,天康集团,1000~10000人,0,,0,0.0,0.0,0.0,滁州市,,,1970-01-01
纯互联网,尾部,广州食为天信息技术有限公司,广州食为天信息技术有限公司,50人以内,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
游戏,尾部,成都掌沃无限科技有限公司,掌沃游戏,50~100人,0,,0,0.0,0.0,0.0,成都市,其他有限责任公司,,2012-09-26
纯互联网,尾部,成都音泰思科技有限公司,成都音泰思科技有限公司,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
新生物医药,尾部,广东众生药业股份有限公司,众生药业,500~1000人,0,,0,0.0,0.0,0.0,东莞市,,,1970-01-01
电子商务&新零售,尾部,郑州国际陆港开发建设有限公司,郑州国际陆港开发建设有限公司,100~500人,0,,0,0.0,0.0,0.0,郑州市,,,1970-01-01
电子商务&新零售,尾部,四川蜀信易电子商务有限公司,四川蜀信易电子商务有限公司,50人以内,0,数据分析,1,9126.0,175000.0,1.0,成都市,,,1970-01-01
纯互联网,尾部,北京中斗科技股份有限公司,中斗科技,50~100人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,北京辰安科技股份有限公司,辰安科技,100~500人,0,数据分析,1,3464.0,316477.0,1.0,北京市海淀区丰秀中路3号院1号楼,,,1970-01-01
纯互联网,尾部,合肥非度信息技术有限公司,合肥非度信息技术有限公司,100~500人,0,数据分析,0,2217.0,315000.0,1.0,合肥市,,,1970-01-01
人工智能,尾部,武汉极目智能技术有限公司,武汉极目智能技术有限公司,100~500人,0,,0,0.0,0.0,0.0,武汉市,,,1970-01-01
电子商务&新零售,尾部,安徽联新网络技术有限公司,安徽联新网络技术有限公司,100~500人,0,,0,0.0,0.0,0.0,宿州市,,,1970-01-01
纯互联网,尾部,重庆春之翼信息科技有限公司,春之翼,100~500人,0,,0,0.0,0.0,0.0,重庆市,,,1970-01-01
纯互联网,尾部,江苏天创科技有限公司,江苏天创科技有限公司,100~500人,0,数据分析,0,1668.0,190008.0,1.0,苏州市,,,1970-01-01
电子商务&新零售,尾部,陕西新智汇科技股份有限公司,智汇科技,50人以内,0,数据分析,1,4043.0,420000.0,1.0,安康市,,,1970-01-01
纯互联网,尾部,成都市牛人创客企业管理有限公司,牛人创客企业管理有限公司,,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
纯互联网,尾部,浙大网新恒天软件有限公司,浙大网新恒天软件有限公司,1000~10000人,0,数据分析,2,2657.5,297500.0,2.0,杭州市,,,1970-01-01
电子商务&新零售,尾部,有车（北京）新能源汽车租赁有限公司,有车出行,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
人工智能,尾部,国富瑞数据系统有限公司,国富瑞数据系统有限公司,100~500人,0,数据分析,2,5869.0,238000.0,1.5,北京市,,,1970-01-01
新生物医药,尾部,圣释（北京）生物工程有限公司,圣释（北京）生物工程有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,腰部,北京安百胜生物科技有限公司,北京安百胜生物科技有限公司,50~100人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
企业数字化服务,尾部,深圳市诚恒科技有限公司,深圳市诚恒科技有限公司,50~100人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
新生物医药,尾部,北京亦度正康健康科技有限公司,亦度正康,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
企业数字化服务,尾部,领值（上海）信息技术有限公司,领值（上海）信息技术有限公司,50人以内,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
人工智能,尾部,北京谷数科技股份有限公司,北京谷数科技有限公司,50~100人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,北京三芳科技有限公司,三芳科技,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
电子商务&新零售,尾部,汉朔科技股份有限公司,汉朔科技,50人以内,0,数据分析,1,1272.0,91000.0,1.0,嘉兴市,,,1970-01-01
新能源汽车,尾部,阜新德尔汽车部件股份有限公司,德尔股份,1000~10000人,0,,0,0.0,0.0,0.0,阜新市,,,1970-01-01
新能源,腰部,中信博新能源科技有限公司,中信博新能源科技有限公司,100~500人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
电子商务&新零售,尾部,深圳市光艺人照明有限公司,深圳市光艺人照明有限公司,50~100人,0,数据分析,1,2521.0,430892.0,1.0,深圳市,,,1970-01-01
电子商务&新零售,尾部,珠海唯美网络科技有限公司,珠海唯美网络科技有限公司,50人以内,0,,0,0.0,0.0,0.0,珠海市,,,1970-01-01
新生物医药,尾部,强生(中国)医疗器材有限公司,强生(中国)医疗器材有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,外企,1970-01-01
新金融科技,腰部,福建顶点软件股份有限公司,福建顶点软件股份有限公司,1000~10000人,1000,数据分析,1,3282.0,389382.0,1.0,福州市,,,1970-01-01
纯互联网,尾部,北京时代华语国际传媒股份有限公司,时代华语,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,尾部,四川省中药饮片有限责任公司,四川省中药饮片有限责任公司,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
企业数字化服务,尾部,支出宝（北京）信息技术有限公司,支出宝（北京）信息技术有限公司,100-200人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,重庆八戒财云网络科技有限公司,八戒财税,500~1000人,0,数据分析,0,3282.0,189000.0,1.0,重庆市,,,1970-01-01
电子商务&新零售,尾部,贵州省仁怀市华盛名酒业销售有限公司,贵州省仁怀市华盛名酒业销售有限公司,,0,,0,0.0,0.0,0.0,遵义市,,,1970-01-01
企业数字化服务,尾部,武汉合力亿捷科技有限公司,武汉合力亿捷科技有限公司,100~500人,0,,0,0.0,0.0,0.0,武汉市,,,1970-01-01
纯互联网,尾部,珠海金山软件股份有限公司,珠海金山软件股份有限公司,100~500人,0,数据分析,0,1456.0,175000.0,2.0,珠海市,,,1970-01-01
新生物医药,尾部,协和发酵麒麟（中国）制药有限公司,协和发酵麒麟（中国）制药有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,河南吉夫森软件开发有限公司,河南吉夫森软件开发有限公司,50人以内,0,,0,0.0,0.0,0.0,郑州市,,,1970-01-01
新金融科技,尾部,杭州复杂美科技有限公司,复杂美,50~100人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
企业数字化服务,尾部,厦门乐石信息科技有限公司,厦门乐石信息科技有限公司,50人以内,0,,0,0.0,0.0,0.0,厦门市,,,1970-01-01
纯互联网,腰部,大宇无限科技有限公司,大宇无限,100~500人,0,数据分析,0,1547.0,385000.0,1.0,深圳市,,,1970-01-01
新金融科技,尾部,领航融资租赁有限公司,领航融资租赁有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,珠海金展电子有限公司,珠海金展电子有限公司,50人以内,0,,0,0.0,0.0,0.0,珠海市,,,1970-01-01
电子商务&新零售,尾部,杭州达西信息技术有限公司,杭州达西信息技术有限公司,100~500人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
新生物医药,尾部,安礼特（上海）医药科技有限公司,安礼特（上海）医药科技有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
电子商务&新零售,尾部,北京云杉世界信息技术有限公司南京分公司,北京云杉世界信息技术有限公司南京分公司,,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
新生物医药,尾部,上海鹍远生物科技股份有限公司,上海鹍远生物科技股份有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
